id,label
5033672,good
5033674,neutral
5033677,neutral
5033678,very bad
5033679,bad
5033680,very bad
5033683,neutral
5033684,neutral
5033685,neutral
5033686,neutral
5033689,neutral
5033690,neutral
5033691,neutral
5033692,bad
5033693,very bad
5033694,bad
5033695,good
5033696,good
5033697,bad
5033698,good
5033700,bad
5033702,bad
5033703,bad
5033704,good
5033705,bad
5033706,neutral
5033707,neutral
5033709,very bad
5033710,good
5033711,neutral
5033712,very bad
5033713,neutral
5033714,neutral
5033716,neutral
5033717,very bad
5033720,very bad
5033721,neutral
5033722,very bad
5033723,very bad
5033724,good
5033727,bad
5033728,very bad
5033729,bad
5033730,very bad
5033731,neutral
5033732,bad
5033733,very bad
5033734,neutral
5033735,bad
5033737,good
5033739,very bad
5033740,good
5033741,neutral
5033743,good
5033744,good
5033745,good
5033746,neutral
5033749,very bad
5033751,bad
5033753,neutral
5033755,good
5033756,bad
5033758,very bad
5033759,bad
5033764,bad
5033766,bad
5033768,very bad
5033769,bad
5033770,neutral
5033772,very bad
5033773,very bad
5033774,very bad
5033775,very bad
5033776,very bad
5033777,neutral
5033778,very bad
5033780,neutral
5033781,bad
5033782,good
5033783,very bad
5033784,neutral
5033785,bad
5033787,neutral
5033788,bad
5033789,bad
5033791,very bad
5033792,very bad
5033794,very bad
5033796,very bad
5033797,neutral
5033798,very bad
5033800,good
5033801,neutral
5033803,neutral
5033805,good
5033806,neutral
5033807,bad
5033809,neutral
5033811,bad
5033813,neutral
5033814,neutral
5033815,neutral
5033817,neutral
5033818,neutral
5033821,very bad
5033822,good
5033823,neutral
5033824,bad
5033826,very bad
5033828,neutral
5033829,very bad
5033830,very bad
5033831,neutral
5033832,very bad
5033833,neutral
5033834,bad
5033835,bad
5033836,bad
5033837,good
5033838,neutral
5033839,neutral
5033840,bad
5033843,very bad
5033844,very bad
5033847,bad
5033853,very bad
5033854,neutral
5033855,very bad
5033856,bad
5033857,neutral
5033858,neutral
5033859,neutral
5033860,neutral
5033861,bad
5033862,good
5033863,very bad
5033865,neutral
5033866,very bad
5033868,neutral
5033869,very bad
5033870,very bad
5033871,good
5033873,neutral
5033874,neutral
5033877,neutral
5033878,good
5033879,good
5033880,very bad
5033881,bad
5033882,bad
5033883,bad
5033884,neutral
5033885,good
5033886,very bad
5033887,good
5033888,very bad
5033889,good
5033890,bad
5033892,neutral
5033893,neutral
5033894,good
5033895,neutral
5033896,very bad
5033897,bad
5033898,bad
5033899,neutral
5033900,very bad
5033902,bad
5033903,very bad
5033905,neutral
5033906,neutral
5033907,bad
5033909,very bad
5033910,good
5033912,bad
5033914,neutral
5033916,neutral
5033917,bad
5033919,bad
5033920,very bad
5033921,bad
5033924,bad
5033925,bad
5033926,bad
5033927,bad
5033930,very bad
5033931,bad
5033932,neutral
5033933,bad
5033935,neutral
5033939,good
5033940,very bad
5033941,neutral
5033942,bad
5033943,neutral
5033944,bad
5033945,neutral
5033946,neutral
5033950,very bad
5033951,bad
5033952,bad
5033954,good
5033956,neutral
5033960,very bad
5033961,neutral
5033962,bad
5033964,good
5033966,neutral
5033968,bad
5033969,very bad
5033970,neutral
5033972,neutral
5033976,bad
5033977,bad
5033979,neutral
5033980,very bad
5033981,neutral
5033982,very bad
5033983,bad
5033985,very bad
5033986,bad
5033991,bad
5033992,neutral
5033993,very bad
5033994,neutral
5033995,neutral
5033998,bad
5033999,neutral
5034001,bad
5034006,good
5034007,good
5034009,very bad
5034012,bad
5034013,neutral
5034015,bad
5034016,neutral
5034017,neutral
5034019,very bad
5034021,bad
5035413,very bad
5035414,very bad
5035415,very bad
5035417,very bad
5035418,very bad
5035419,very bad
5035421,very bad
5035422,very bad
5035423,very bad
5035424,very bad
5035425,bad
5035426,bad
5035427,bad
5035429,bad
5035430,bad
5035431,bad
5035432,very bad
5035433,very bad
5035434,very bad
5035435,very bad
5035436,very bad
5035437,very bad
5035438,bad
5035442,very bad
5035443,very bad
5035444,very bad
5035445,very bad
5035448,very bad
5035449,very bad
5035450,very bad
5035452,very bad
5035480,neutral
5035482,neutral
5035487,neutral
5035489,neutral
5035491,neutral
5035492,neutral
5035493,neutral
5035494,neutral
5035495,neutral
5035496,neutral
5035504,bad
5035506,bad
5035508,bad
5035509,bad
5035512,bad
5035513,bad
5035514,bad
5035515,bad
5035516,very bad
5035517,very bad
5035518,very bad
5035520,very bad
5035521,very bad
5035523,very bad
5035524,very bad
5035525,very bad
5035526,very bad
5035527,very bad
5035528,very bad
5035529,very bad
5035537,neutral
5035538,very bad
5035539,very bad
5035540,very bad
5035542,very bad
5035543,very bad
5035544,very bad
5035545,very bad
5035546,very bad
5035556,bad
5035558,bad
5035570,neutral
5035571,neutral
5035572,neutral
5035573,neutral
5035574,neutral
5035575,neutral
5035576,neutral
5035577,neutral
5035578,bad
5035586,very bad
5035588,very bad
5035589,very bad
5035590,very bad
5035591,bad
5035592,bad
5035617,very bad
5035618,bad
5035619,neutral
5035626,good
5035627,bad
5035630,good
5035631,good
5035635,very bad
5035638,neutral
5035646,bad
5035648,bad
5035649,bad
5035654,very bad
5035655,very bad
5035656,very bad
5035657,very bad
5035678,bad
5035679,bad
5035681,bad
5035682,bad
5035685,bad
5035686,bad
5035688,very bad
5035701,bad
5035702,bad
5035703,very bad
5035704,very bad
5035705,very bad
5035711,very bad
5035714,bad
5035715,bad
5035716,bad
5035738,bad
5035739,bad
5035740,bad
5035741,bad
5035742,bad
5035774,neutral
5035775,neutral
5035778,neutral
5035782,very bad
5035784,very bad
5035788,very bad
5035789,neutral
5035790,neutral
5035791,neutral
5035792,neutral
5035793,neutral
5035794,neutral
5035795,neutral
5035796,neutral
5035797,very bad
5035816,very bad
5035817,very bad
5035822,bad
5035823,bad
5035824,bad
5035826,bad
5035827,bad
5035828,bad
5035829,bad
5035830,bad
5035831,bad
5035832,bad
5035833,bad
5035834,bad
5035835,very bad
5035836,very bad
5035839,very bad
5035843,very bad
5035844,very bad
5035845,very bad
5035846,very bad
5035848,neutral
5035849,neutral
5035850,very bad
5035851,very bad
5035852,bad
5035857,bad
5035858,very bad
5035859,very bad
5035860,bad
5035862,very bad
5035864,bad
5035865,very bad
5035866,very bad
5035867,neutral
5035868,neutral
5035873,very bad
5035877,neutral
5035881,neutral
5035885,bad
5035886,bad
5035887,bad
5035888,bad
5035889,very bad
5035920,neutral
5035921,neutral
5035922,neutral
5035923,neutral
5035924,neutral
5035934,very bad
5035940,bad
5035941,bad
5035942,bad
5035943,very bad
5035944,very bad
5035945,bad
5035946,bad
5035947,bad
5035948,very bad
5035957,very bad
5035958,very bad
5035959,very bad
5035960,very bad
5035963,bad
5035964,bad
5035980,very bad
5035981,very bad
5035982,bad
5035989,neutral
5035990,neutral
5035991,very bad
5035992,bad
5035993,bad
5035994,bad
5035995,bad
5035996,bad
5035997,bad
5035999,bad
5036000,bad
5036001,bad
5036002,bad
5036003,bad
5036004,bad
5036009,bad
5036010,bad
5036011,bad
5036012,bad
5036033,good
5036034,good
5036035,good
5036036,neutral
5036039,bad
5036040,bad
5036048,neutral
5036049,neutral
5036050,neutral
5036051,neutral
5036064,neutral
5036065,neutral
5036067,bad
5036073,bad
5036075,bad
5036077,bad
5036080,bad
5036081,bad
5036082,very bad
5036083,very bad
5036084,very bad
5036085,very bad
5036086,very bad
5036087,very bad
5036091,very bad
5036092,very bad
5036093,very bad
5036095,very bad
5036097,bad
5036098,bad
5036100,bad
5036102,bad
5036103,bad
5036104,bad
5036108,bad
5036109,bad
5036110,bad
5036125,very bad
5036126,very bad
5036127,very bad
5036128,very bad
5036129,very bad
5036130,very bad
5036131,very bad
5036132,very bad
5036134,bad
5036135,very bad
5036142,bad
5036143,bad
5036144,very bad
5036145,bad
5036146,bad
5036147,bad
5036156,bad
5036167,bad
5036168,bad
5036170,bad
5036171,bad
5036172,bad
5036173,bad
5036174,bad
5036179,very bad
5036180,very bad
5036181,very bad
5036183,very bad
5036184,very bad
5036185,very bad
5036186,very bad
5036187,very bad
5036188,very bad
5036189,very bad
5036190,very bad
5036191,very bad
5036208,very bad
5036215,very bad
5036217,very bad
5036218,very bad
5036219,very bad
5036220,very bad
5036221,very bad
5036240,neutral
5036241,neutral
5036242,neutral
5036243,neutral
5036245,neutral
5036246,neutral
5036247,neutral
5036248,neutral
5036250,neutral
5036251,neutral
5036252,neutral
5036253,neutral
5036254,neutral
5036255,neutral
5036256,neutral
5036257,good
5036258,good
5036260,good
5036265,bad
5036266,bad
5036267,bad
5036268,bad
5036269,bad
5036270,bad
5036271,bad
5036272,bad
5036273,bad
5036274,very bad
5036275,very bad
5036276,bad
5036277,very bad
5036278,very bad
5036279,bad
5036280,bad
5036289,good
5036290,good
5036291,good
5036293,good
5036294,good
5036295,very bad
5036296,bad
5036297,neutral
5036316,bad
5036317,bad
5036319,bad
5036320,bad
5036322,bad
5036323,bad
5036324,bad
5036325,bad
5036326,bad
5036337,neutral
5036338,neutral
5036339,neutral
5036340,neutral
5036341,neutral
5036342,neutral
5036354,very bad
5036355,very bad
5036356,very bad
5036357,very bad
5036358,very bad
5036359,very bad
5036360,very bad
5036374,very bad
5036375,very bad
5036377,very bad
5036396,very bad
5036397,very bad
5036398,very bad
5036399,very bad
5036400,very bad
5036401,very bad
5036402,very bad
5036403,very bad
5036404,very bad
5036405,very bad
5036406,very bad
5036407,very bad
5036408,very bad
5036409,very bad
5036412,bad
5036413,bad
5036442,bad
5036444,bad
5036445,bad
5036446,bad
5036447,very bad
5036451,very bad
5036452,very bad
5036453,very bad
5036454,very bad
5036455,neutral
5036459,very bad
5036460,very bad
5036462,neutral
5036464,neutral
5036465,neutral
5036466,neutral
5036467,bad
5036468,good
5036469,very bad
5036470,good
5036472,bad
5036473,neutral
5036474,bad
5036475,neutral
5036478,neutral
5036479,bad
5036480,bad
5036481,very bad
5036483,good
5036484,good
5036485,good
5036488,bad
5036489,bad
5036490,good
5036492,bad
5036496,neutral
5036498,very bad
5036499,bad
5036501,bad
5036503,very bad
5036504,good
5036508,neutral
5036509,neutral
5036511,good
5036512,good
5036513,very bad
5036514,very bad
5036515,very bad
5036516,very bad
5036517,good
5036518,good
5036519,bad
5036520,very bad
5036521,very bad
5036523,neutral
5036524,good
5036525,bad
5036526,good
5036527,good
5036530,neutral
5036531,bad
5036532,neutral
5036533,neutral
5036534,very bad
5036536,neutral
5036538,bad
5036539,neutral
5036540,neutral
5036541,bad
5036542,bad
5036544,bad
5036546,bad
5036547,neutral
5036549,very bad
5036550,very bad
5036551,bad
5036552,neutral
5036553,bad
5036554,very bad
5036556,bad
5036557,very bad
5036558,neutral
5036560,bad
5036562,neutral
5036564,bad
5036565,good
5036567,very bad
5036570,good
5036572,good
5036573,bad
5036574,bad
5036575,neutral
5036576,very bad
5036577,neutral
5036580,very bad
5036581,very bad
5036582,very bad
5036583,bad
5036584,bad
5036585,good
5036586,neutral
5036587,very bad
5036588,bad
5036589,very bad
5036590,very bad
5036592,good
5036593,neutral
5036594,neutral
5036595,very bad
5036596,neutral
5036599,bad
5036600,neutral
5036603,very bad
5036604,good
5036605,good
5036606,very bad
5036607,neutral
5036609,neutral
5036610,neutral
5036611,good
5036612,neutral
5036613,neutral
5036614,very bad
5036615,bad
5036619,neutral
5036620,neutral
5036621,very bad
5036622,very bad
5036623,very bad
5036625,neutral
5036626,very bad
5036627,bad
5036628,very bad
5036629,good
5036630,good
5036631,bad
5036632,neutral
5036633,good
5036634,neutral
5036637,very bad
5036638,very bad
5036639,neutral
5036640,neutral
5036641,good
5036642,neutral
5036643,very bad
5036644,very bad
5036645,neutral
5036647,neutral
5036648,bad
5036651,bad
5036654,bad
5036655,neutral
5036657,bad
5036660,very bad
5036662,good
5036665,good
5036668,very bad
5036669,good
5036671,neutral
5036672,neutral
5036673,good
5036674,neutral
5036676,neutral
5036677,neutral
5036678,very bad
5036679,neutral
5036680,very bad
5036681,bad
5036682,good
5036683,good
5036684,neutral
5036685,very bad
5036687,very bad
5036688,bad
5036690,good
5036691,good
5036693,neutral
5036694,very bad
5036695,neutral
5036697,very bad
5036699,neutral
5036702,good
5036704,very bad
5036707,bad
5036708,neutral
5036710,bad
5036711,bad
5036712,neutral
5036713,very bad
5036714,very bad
5036715,very bad
5036718,neutral
5036719,bad
5036720,very bad
5036721,very bad
5036722,bad
5036724,neutral
5036726,bad
5036727,neutral
5036728,neutral
5036729,neutral
5036730,neutral
5036732,good
5036733,neutral
5036735,neutral
5036737,good
5036739,good
5036742,neutral
5036743,very bad
5036745,bad
5036750,neutral
5036751,neutral
5036752,neutral
5036753,good
5036754,very bad
5036756,neutral
5036757,good
5036758,neutral
5036760,very bad
5036761,bad
5036762,bad
5036763,bad
5036764,very bad
5036765,bad
5036766,neutral
5036767,neutral
5036770,good
5036772,bad
5036774,neutral
5036777,very bad
5036780,neutral
5036781,very bad
5036785,neutral
5036788,bad
5036789,very bad
5036790,very bad
5036792,very bad
5036793,neutral
5036794,neutral
5036795,very bad
5036796,neutral
5036797,neutral
5036801,neutral
5036806,very bad
5036807,good
5036808,neutral
5036809,bad
5036813,bad
5036814,bad
5036815,bad
5036816,very bad
5036817,neutral
5036818,neutral
5036822,good
5036827,bad
5036828,very bad
5036830,neutral
5036831,neutral
5036832,bad
5036834,bad
5036836,good
5036837,bad
5036839,bad
5036841,neutral
5036842,neutral
5036843,neutral
5036846,good
5036847,good
5036848,neutral
5036849,neutral
5036851,neutral
5036852,bad
5036853,neutral
5036854,very bad
5036855,very bad
5036857,bad
5036859,neutral
5036860,neutral
5036861,bad
5036862,very bad
5036863,neutral
5036868,bad
5036870,neutral
5036871,good
5036873,neutral
5036875,bad
5036876,neutral
5036879,bad
5036880,bad
5036881,bad
5036882,very bad
5036883,very bad
5036884,bad
5036885,very bad
5036886,neutral
5036887,bad
5036888,good
5036889,good
5036890,good
5036895,good
5036896,very bad
5036897,neutral
5036898,bad
5036900,very bad
5036901,neutral
5036902,bad
5036903,good
5036906,bad
5036907,neutral
5036908,good
5036909,good
5036910,good
5036914,good
5036915,bad
5036916,bad
5036917,neutral
5036921,bad
5036922,neutral
5036923,bad
5036924,very bad
5036925,very bad
5036926,neutral
5036931,good
5036933,neutral
5036934,bad
5036936,very bad
5036939,bad
5036940,neutral
5036943,good
5036944,very bad
5036945,very bad
5036946,very bad
5036947,neutral
5036948,neutral
5036949,neutral
5036950,bad
5036951,neutral
5036953,good
5036955,very bad
5036956,bad
5036957,bad
5036958,neutral
5036959,bad
5036960,bad
5036961,neutral
5036962,good
5036963,very bad
5036964,neutral
5036966,neutral
5036967,very bad
5036968,good
5036969,neutral
5036970,very bad
5036971,very bad
5036972,very bad
5036974,good
5036975,good
5036976,bad
5036978,very bad
5036980,bad
5036981,very bad
5036982,good
5036983,bad
5036984,very bad
5036985,neutral
5036986,neutral
5036987,good
5036989,bad
5036990,neutral
5036992,good
5036993,good
5036994,neutral
5036995,neutral
5036996,neutral
5036997,neutral
5036999,bad
5037000,good
5037001,good
5037002,bad
5037003,very bad
5037004,bad
5037005,good
5037007,neutral
5037008,neutral
5037010,very bad
5037012,bad
5037013,good
5037015,neutral
5037017,good
5037019,bad
5037020,neutral
5037021,neutral
5037022,very bad
5037023,very bad
5037026,bad
5037027,good
5037028,very bad
5037032,good
5037034,good
5037036,very bad
5037037,bad
5037039,very bad
5037041,very bad
5037042,neutral
5037043,very bad
5037044,good
5037045,neutral
5037046,neutral
5037047,bad
5037048,very bad
5037050,bad
5037052,bad
5037053,neutral
5037054,very bad
5037055,neutral
5037058,very bad
5037059,very bad
5037061,neutral
5037062,neutral
5037063,neutral
5037064,neutral
5037065,bad
5037066,bad
5037067,neutral
5037068,neutral
5037069,good
5037070,good
5037073,bad
5037075,neutral
5037078,good
5037080,bad
5037084,bad
5037086,very bad
5037087,bad
5037088,very bad
5037089,neutral
5037091,very bad
5037095,neutral
5037096,very bad
5037101,good
5037103,very bad
5037105,good
5037107,good
5037109,good
5037113,bad
5037115,bad
5037116,bad
5037120,bad
5037121,very bad
5037122,neutral
5037124,very bad
5037125,bad
5037132,bad
5037133,bad
5037134,very bad
5037136,bad
5037137,very bad
5037138,good
5037142,very bad
5037143,very bad
5037149,good
5037152,neutral
5037153,neutral
5037154,bad
5037155,bad
5037156,neutral
5037157,neutral
5037158,neutral
5037159,bad
5037161,good
5037163,neutral
5037165,good
5037169,bad
5037170,neutral
5037172,neutral
5037176,very bad
5037179,bad
5037180,neutral
5037181,very bad
5037182,neutral
5037186,very bad
5037187,good
5037188,bad
5037192,very bad
5037193,bad
5037195,neutral
5037197,very bad
5037198,very bad
5037199,neutral
5037200,very bad
5037201,neutral
5037202,very bad
5037203,good
5037205,good
5037207,neutral
5037208,very bad
5037209,good
5037212,neutral
5037213,good
5037215,very bad
5037217,very bad
5037218,neutral
5037220,bad
5037222,very bad
5037223,very bad
5037224,bad
5037225,bad
5037226,good
5037227,neutral
5037228,neutral
5037229,bad
5037230,very bad
5037231,very bad
5037232,very bad
5037234,neutral
5037235,neutral
5037238,good
5037239,good
5037240,neutral
5037241,bad
5037242,very bad
5037243,very bad
5037245,neutral
5037247,very bad
5037248,good
5037249,very bad
5037250,bad
5037251,neutral
5037252,neutral
5037253,neutral
5037254,neutral
5037255,very bad
5037257,bad
5037259,bad
5037261,neutral
5037262,good
5037264,bad
5037265,very bad
5037266,very bad
5037268,good
5037269,neutral
5037270,very bad
5037273,very bad
5037275,neutral
5037277,bad
5037279,good
5037281,neutral
5037283,good
5037284,neutral
5037286,very bad
5037287,neutral
5037288,bad
5037290,neutral
5037291,bad
5037292,good
5037293,good
5037296,neutral
5037298,neutral
5037299,very bad
5037300,neutral
5037301,bad
5037302,good
5037303,neutral
5037304,good
5037305,bad
5037306,neutral
5037307,very bad
5038504,very bad
5038505,bad
5038506,neutral
5038508,neutral
5038509,neutral
5038510,neutral
5038511,neutral
5038512,bad
5038513,neutral
5038514,very bad
5038516,bad
5038517,bad
5038518,bad
5038519,very bad
5038521,very bad
5038523,very bad
5038524,very bad
5038525,very bad
5038526,very bad
5038528,neutral
5038530,bad
5038531,very bad
5038532,neutral
5038533,very bad
5038534,very bad
5038535,neutral
5038537,very bad
5038538,very bad
5038540,bad
5038541,bad
5038542,bad
5038543,neutral
5038544,bad
5038545,neutral
5038546,neutral
5038547,neutral
5038548,bad
5038549,bad
5038550,very bad
5038553,very bad
5038554,bad
5038555,neutral
5038556,bad
5038557,very bad
5038559,neutral
5038562,neutral
5038563,neutral
5038564,good
5038568,very bad
5038569,very bad
5038570,very bad
5038571,neutral
5038572,bad
5038573,neutral
5038576,neutral
5038577,neutral
5038578,neutral
5038579,neutral
5038580,neutral
5038582,neutral
5038583,bad
5038586,bad
5038587,bad
5038588,good
5038589,neutral
5038591,neutral
5038592,bad
5038593,bad
5038594,good
5038596,neutral
5038597,neutral
5038598,neutral
5038599,neutral
5038600,neutral
5038601,very bad
5038603,neutral
5038604,neutral
5038605,neutral
5038606,neutral
5038607,neutral
5038608,good
5038609,neutral
5038610,bad
5038611,bad
5038612,very bad
5038613,bad
5038614,good
5038615,very bad
5038616,very bad
5038619,bad
5038621,bad
5038622,bad
5038623,bad
5038624,neutral
5038625,good
5038626,bad
5038627,neutral
5038628,neutral
5038629,bad
5038630,bad
5038631,very bad
5038632,neutral
5038634,bad
5038637,neutral
5038638,neutral
5038639,neutral
5038640,neutral
5038641,bad
5038642,neutral
5038643,bad
5038644,neutral
5038646,good
5038647,neutral
5038648,bad
5038649,bad
5038651,very bad
5038652,neutral
5038653,neutral
5038654,neutral
5038655,bad
5038656,bad
5038657,very bad
5038658,bad
5038659,bad
5038660,bad
5038661,bad
5038662,neutral
5038663,neutral
5038664,good
5038665,very bad
5038666,very bad
5038667,neutral
5038668,neutral
5038669,very bad
5038670,very bad
5038671,very bad
5038672,neutral
5038673,very bad
5038674,bad
5038675,good
5038677,neutral
5038678,neutral
5038679,very bad
5038680,very bad
5038681,very bad
5038682,very bad
5038683,bad
5038685,very bad
5038686,bad
5038688,bad
5038689,neutral
5038690,very bad
5038691,neutral
5038693,very bad
5038700,neutral
5038706,very bad
5038707,very bad
5038708,very bad
5038709,very bad
5038710,very bad
5038711,bad
5038712,bad
5038713,neutral
5038714,very bad
5038715,neutral
5038716,neutral
5038717,very bad
5038718,good
5038719,neutral
5038720,neutral
5038721,bad
5038722,neutral
5038723,bad
5038724,very bad
5038727,very bad
5038728,neutral
5038729,bad
5038730,bad
5038731,bad
5038732,bad
5038733,very bad
5038734,very bad
5038735,very bad
5038736,very bad
5038737,bad
5038738,bad
5038740,bad
5038741,very bad
5038742,bad
5038743,bad
5038744,bad
5038745,neutral
5038746,bad
5038747,good
5038748,neutral
5038749,very bad
5038750,bad
5038751,bad
5038754,bad
5038755,very bad
5038757,very bad
5038758,very bad
5038759,very bad
5038760,bad
5038763,bad
5038764,neutral
5038765,bad
5038767,bad
5038768,neutral
5038769,neutral
5038770,neutral
5038771,neutral
5038772,bad
5038773,bad
5038774,neutral
5038775,neutral
5038776,neutral
5038777,neutral
5038778,good
5038779,good
5038780,neutral
5038781,bad
5038782,neutral
5038783,neutral
5038784,neutral
5038785,neutral
5038786,bad
5038787,good
5038788,bad
5038789,good
5038791,good
5038792,bad
5038793,good
5038794,good
5038795,good
5038800,neutral
5038803,bad
5038804,very bad
5038807,very bad
5038808,bad
5038809,bad
5038810,bad
5038811,very bad
5038812,good
5038813,neutral
5038814,very bad
5038815,very bad
5038817,very bad
5038818,neutral
5038819,very bad
5038821,bad
5038822,bad
5038823,very bad
5038824,neutral
5038825,bad
5038826,bad
5038827,very bad
5038828,neutral
5038829,neutral
5038830,neutral
5038831,neutral
5038832,neutral
5038835,bad
5038836,neutral
5038837,bad
5038838,neutral
5038839,good
5038840,neutral
5038842,neutral
5038843,neutral
5038844,neutral
5038845,neutral
5038846,bad
5038847,bad
5038848,very bad
5038849,neutral
5038851,bad
5038852,neutral
5038853,neutral
5038854,bad
5038855,bad
5038856,neutral
5038857,bad
5038858,neutral
5038859,bad
5038860,bad
5038861,neutral
5038862,bad
5038863,good
5038864,good
5038865,very bad
5038866,good
5038867,good
5038868,good
5038869,good
5038870,bad
5038871,bad
5038872,good
5038873,good
5038874,good
5038875,bad
5038876,good
5038877,bad
5038880,neutral
5038881,good
5038882,neutral
5038883,very bad
5038884,very bad
5038886,neutral
5038887,good
5038888,good
5038889,good
5038890,good
5038891,good
5038893,good
5038894,bad
5038895,good
5038896,very bad
5038897,bad
5038898,neutral
5038899,good
5038900,good
5038903,very bad
5038904,neutral
5038906,very bad
5038907,very bad
5038908,bad
5038909,good
5038910,neutral
5038911,good
5038914,good
5038915,good
5038917,good
5038918,bad
5038919,good
5038920,good
5038921,good
5038925,very bad
5038926,bad
5038927,neutral
5038928,bad
5038929,very bad
5038930,neutral
5038932,neutral
5038933,bad
5038937,neutral
5038938,very bad
5038939,good
5041051,neutral
5041052,very bad
5041053,neutral
5041054,very bad
5041055,bad
5041056,very bad
5041057,neutral
5041058,neutral
5041059,very bad
5041060,good
5041061,neutral
5041062,neutral
5041063,neutral
5041064,neutral
5041065,neutral
5041066,neutral
5041067,neutral
5041068,neutral
5041069,bad
5041070,neutral
5041071,very bad
5041072,bad
5041073,very bad
5041076,very bad
5041077,good
5041081,good
5041086,neutral
5041089,good
5041090,good
5041099,neutral
5041100,neutral
5041101,good
5041102,neutral
5041103,neutral
5041104,bad
5041105,good
5041106,neutral
5041107,neutral
5041108,neutral
5041109,bad
5041110,very bad
5041111,bad
5041112,bad
5041113,neutral
5041114,neutral
5041115,very bad
5041116,neutral
5041117,neutral
5041118,very bad
5041121,neutral
5041123,bad
5041124,neutral
5041125,neutral
5041126,neutral
5041127,neutral
5041128,neutral
5041129,neutral
5041130,bad
5041131,bad
5041132,bad
5041133,bad
5041134,neutral
5041135,neutral
5041136,bad
5041137,bad
5041138,neutral
5041139,bad
5041140,bad
5041141,neutral
5041142,bad
5041147,bad
5041148,bad
5041152,very bad
5041153,good
5041154,neutral
5041157,bad
5041158,good
5041160,very bad
5041162,neutral
5041163,very bad
5041164,very bad
5041165,bad
5041167,bad
5041168,neutral
5041169,neutral
5041170,very bad
5041171,neutral
5041173,bad
5041174,neutral
5041175,very bad
5041176,very bad
5041177,bad
5041178,neutral
5041179,bad
5041180,neutral
5041181,very bad
5041203,very bad
5041204,bad
5041205,neutral
5041207,neutral
5041208,neutral
5041209,neutral
5041210,neutral
5041211,neutral
5041212,bad
5041213,neutral
5041214,neutral
5041216,neutral
5041220,neutral
5041221,neutral
5041223,bad
5041226,bad
5041227,neutral
5041228,neutral
5041229,bad
5041230,bad
5041233,very bad
5041239,very bad
5041240,very bad
5041241,bad
5041242,neutral
5041243,neutral
5041245,bad
5041247,neutral
5041258,bad
5041259,neutral
5041260,bad
5041261,bad
5041263,neutral
5041264,bad
5041265,bad
5041266,bad
5041267,very bad
5041268,neutral
5041269,very bad
5041270,bad
5041271,bad
5041272,bad
5041273,very bad
5041276,good
5041277,good
5041278,good
5041279,good
5041280,good
5041281,neutral
5041282,good
5041283,good
5041284,good
5041285,good
5041286,neutral
5041295,bad
5041298,bad
5041302,bad
5041303,neutral
5041304,bad
5041305,very bad
5041307,very bad
5041320,neutral
5041323,very bad
5041324,good
5041325,bad
5041326,neutral
5041327,very bad
5041329,good
5041330,good
5041331,good
5041332,good
5041333,very bad
5041334,good
5041335,good
5041336,good
5041337,good
5041338,neutral
5041339,neutral
5041342,good
5041345,good
5041346,good
5041350,bad
5041351,bad
5041352,bad
5041353,very bad
5041354,very bad
5041355,bad
5041356,bad
5041360,bad
5041363,good
5041364,good
5041365,good
5041367,neutral
5041370,neutral
5041371,neutral
5041372,very bad
5041373,very bad
5041374,very bad
5041375,very bad
5041376,very bad
5041377,very bad
5041378,very bad
5041379,very bad
5041380,very bad
5041386,bad
5041387,neutral
5041388,very bad
5041389,bad
5041390,neutral
5041392,neutral
5041394,neutral
5041395,neutral
5041396,bad
5041397,neutral
5041398,neutral
5041399,bad
5041400,bad
5041401,very bad
5041402,neutral
5041403,very bad
5041407,good
5041415,very bad
5041416,good
5041417,neutral
5041418,good
5041419,good
5041425,good
5041426,neutral
5041427,neutral
5041428,neutral
5041429,neutral
5041430,good
5041431,neutral
5041432,neutral
5041434,neutral
5041435,neutral
5041436,neutral
5041439,neutral
5041440,neutral
5041441,very bad
5041444,very bad
5041446,very bad
5041449,neutral
5041455,bad
5041456,good
5041457,neutral
5041458,bad
5041459,very bad
5041460,good
5041461,bad
5041463,neutral
5041464,neutral
5041465,good
5041466,good
5041467,good
5041468,bad
5041469,good
5041470,bad
5041471,very bad
5041472,very bad
5041473,very bad
5041474,very bad
5041479,good
5041481,good
5041482,good
5041483,neutral
5041484,good
5041485,neutral
5041486,bad
5041487,bad
5041488,good
5041489,neutral
5041492,bad
5041493,bad
5041494,bad
5041495,very bad
5041496,very bad
5041498,bad
5041499,good
5041500,good
5041506,good
5041508,good
5041509,good
5041510,good
5041511,good
5041516,good
5041517,good
5041518,bad
5041519,neutral
5041520,bad
5041521,bad
5041522,very bad
5041523,bad
5041524,neutral
5041525,neutral
5041526,neutral
5041527,neutral
5041528,neutral
5041531,neutral
5041532,bad
5041533,neutral
5041534,bad
5041535,neutral
5041536,bad
5041537,neutral
5041538,bad
5041539,very bad
5041540,very bad
5041541,bad
5041542,very bad
5041543,bad
5041544,bad
5041545,bad
5041546,neutral
5041547,bad
5041548,neutral
5041549,very bad
5041550,very bad
5041553,neutral
5041557,neutral
5041558,neutral
5041559,neutral
5041560,neutral
5041561,good
5041562,neutral
5041563,neutral
5041568,very bad
5041570,good
5041571,good
5041572,good
5041573,good
5041574,good
5041581,neutral
5041582,good
5041583,neutral
5041602,neutral
5041603,neutral
5041604,neutral
5041605,good
5041606,neutral
5041607,good
5041608,good
