id,label
5009634,bad
5009636,neutral
5009637,neutral
5009638,bad
5009639,neutral
5009642,neutral
5009643,bad
5009646,good
5009647,neutral
5009648,good
5009651,neutral
5009653,neutral
5009654,neutral
5009655,bad
5009656,neutral
5009657,neutral
5009658,neutral
5009660,neutral
5009661,neutral
5009662,neutral
5009663,neutral
5009664,neutral
5009665,neutral
5009666,neutral
5009667,neutral
5009668,neutral
5009671,bad
5009672,bad
5009673,neutral
5009674,neutral
5009675,neutral
5009676,neutral
5009677,neutral
5009678,neutral
5009680,neutral
5009681,neutral
5009682,good
5009683,neutral
5009684,neutral
5009685,neutral
5009686,neutral
5009687,neutral
5009688,good
5009689,good
5009690,neutral
5009691,neutral
5009693,bad
5009694,bad
5009695,bad
5009698,neutral
5009699,neutral
5009700,bad
5009701,neutral
5009702,bad
5009703,neutral
5009704,neutral
5009705,neutral
5009706,bad
5009707,bad
5009709,good
5009711,bad
5009712,neutral
5009713,bad
5009714,bad
5009715,neutral
5009716,bad
5009717,neutral
5009718,bad
5009719,bad
5009722,neutral
5009724,neutral
5009725,neutral
5009726,bad
5009727,neutral
5009729,good
5009730,bad
5009731,good
5009732,neutral
5009733,neutral
5009734,neutral
5009736,bad
5009737,neutral
5009738,bad
5009739,bad
5009740,neutral
5009741,bad
5009742,bad
5009743,neutral
5009744,bad
5009745,neutral
5009746,bad
5009748,bad
5009749,bad
5009750,bad
5009751,neutral
5009752,bad
5009753,bad
5009754,bad
5009755,neutral
5009757,neutral
5009758,neutral
5009759,bad
5009760,good
5009761,neutral
5009762,bad
5009764,neutral
5009765,good
5009766,neutral
5009767,neutral
5009768,bad
5009773,bad
5009774,good
5009775,neutral
5009777,bad
5009779,bad
5009783,neutral
5009784,neutral
5009785,bad
5009788,neutral
5009789,neutral
5009790,neutral
5009791,neutral
5009792,neutral
5009794,neutral
5009796,bad
5009797,bad
5009798,neutral
5009799,neutral
5009800,neutral
5009801,neutral
5009802,neutral
5009803,neutral
5009804,neutral
5009805,bad
5009806,bad
5009807,good
5009808,good
5009809,good
5009810,neutral
5009811,bad
5009812,good
5009813,good
5009814,bad
5009816,bad
5009817,neutral
5009819,neutral
5009820,bad
5009821,bad
5009822,bad
5009823,bad
5009824,bad
5009825,neutral
5009826,bad
5009827,good
5009828,bad
5009829,good
5009830,good
5009831,neutral
5009832,neutral
5009833,neutral
5009834,bad
5009835,neutral
5009836,neutral
5009837,neutral
5009838,neutral
5009839,neutral
5009841,neutral
5009843,neutral
5009844,good
5009845,neutral
5009846,neutral
5009847,neutral
5009848,neutral
5009849,neutral
5009850,neutral
5009851,bad
5009852,good
5009853,neutral
5009854,bad
5009856,bad
5009857,bad
5009858,neutral
5009859,neutral
5009860,bad
5009864,bad
5009865,good
5009866,neutral
5009867,good
5009868,neutral
5009872,neutral
5009873,bad
5009874,good
5009875,bad
5009877,good
5009878,bad
5009879,bad
5009880,neutral
5009881,neutral
5009882,neutral
5009883,neutral
5009884,neutral
5009885,neutral
5009886,neutral
5009887,bad
5009888,neutral
5009889,neutral
5009890,neutral
5009893,bad
5009894,bad
5009897,bad
5009898,good
5009899,bad
5009900,neutral
5009903,neutral
5009906,neutral
5009907,neutral
5009908,bad
5009909,neutral
5009910,neutral
5009911,neutral
5009914,neutral
5009915,neutral
5009916,bad
5009917,neutral
5009918,bad
5009919,neutral
5009922,bad
5009923,neutral
5009924,bad
5009925,bad
5009927,bad
5009928,good
5009929,neutral
5009930,good
5009931,bad
5009932,bad
5009934,bad
5009935,neutral
5009938,bad
5009939,neutral
5009940,bad
5009941,neutral
5009942,neutral
5009943,neutral
5009944,bad
5009945,bad
5009946,neutral
5009947,neutral
5009949,bad
5009950,neutral
5009951,good
5009952,neutral
5009954,neutral
5009955,bad
5009957,neutral
5009958,bad
5009960,neutral
5009961,neutral
5009965,bad
5009966,neutral
5009967,neutral
5009968,neutral
5009969,neutral
5009970,neutral
5009971,good
5009978,neutral
5009979,neutral
5009980,bad
5009981,neutral
5009983,bad
5009984,bad
5009985,bad
5009986,bad
5009988,good
5009989,bad
5009990,bad
5009991,good
5009992,good
5009993,good
5009994,bad
5009995,neutral
5009996,bad
5009997,neutral
5009998,neutral
5009999,neutral
5010000,neutral
5010001,neutral
5010002,neutral
5010003,neutral
5010004,bad
5010005,bad
5010006,neutral
5010007,neutral
5010009,neutral
5010010,neutral
5010011,neutral
5010012,neutral
5010015,bad
5010016,bad
5010017,bad
5010018,neutral
5010019,bad
5010020,neutral
5010021,neutral
5010023,bad
5010025,bad
5010026,neutral
5010027,bad
5010028,neutral
5010031,bad
5010032,bad
5010036,neutral
5010037,neutral
5010038,bad
5010039,neutral
5010040,good
5010041,neutral
5010042,neutral
5010043,neutral
5010044,neutral
5010045,neutral
5010046,neutral
5010047,neutral
5010048,neutral
5010049,bad
5010052,neutral
5010053,bad
5010055,neutral
5010056,bad
5010057,neutral
5010058,neutral
5010059,good
5010060,bad
5010061,bad
5010062,bad
5010063,bad
5010064,neutral
5010066,good
5010067,bad
5010068,bad
5010070,neutral
5010072,good
5010073,neutral
5010075,neutral
5010076,good
5010077,neutral
5010078,bad
5010079,bad
5010081,neutral
5010083,neutral
5010084,bad
5010085,neutral
5010086,neutral
5010087,neutral
5010088,good
5010089,neutral
5010090,neutral
5010091,neutral
5010092,neutral
5010093,bad
5010094,neutral
5010099,neutral
5010101,good
5010102,good
5010104,neutral
5010105,neutral
5010106,neutral
5010108,neutral
5010109,neutral
5010110,neutral
5010111,bad
5010112,bad
5010113,bad
5010114,neutral
5010115,bad
5010116,bad
5010117,neutral
5010118,bad
5010119,neutral
5010120,neutral
5010121,bad
5010122,neutral
5010123,bad
5010124,neutral
5010126,neutral
5010127,neutral
5010128,bad
5010129,neutral
5010133,neutral
5010135,neutral
5010136,neutral
5010137,neutral
5010138,bad
5010139,bad
5010140,neutral
5010141,bad
5010143,bad
5010144,bad
5010145,bad
5010146,bad
5010147,bad
5010150,neutral
5010151,bad
5010152,good
5010153,neutral
5010154,neutral
5010156,neutral
5010158,good
5010159,bad
5010160,bad
5010161,neutral
5010162,bad
5010163,bad
5010164,bad
5010165,bad
5010166,bad
5010170,bad
5010172,bad
5010173,bad
5010174,bad
5010175,bad
5010176,neutral
5010177,bad
5010178,bad
5010179,neutral
5010182,neutral
5010183,neutral
5010184,neutral
5010185,neutral
5010186,neutral
5010187,neutral
5010188,neutral
5010190,bad
5010192,neutral
5010193,neutral
5010195,neutral
5010196,neutral
5010197,bad
5010198,neutral
5010199,neutral
5010200,neutral
5010201,neutral
5010202,bad
5010203,neutral
5010204,bad
5010205,bad
5010206,bad
5010207,neutral
5010208,bad
5010209,bad
5010210,neutral
5010211,neutral
5010212,neutral
5010213,neutral
5010215,neutral
5010217,neutral
5010218,neutral
5010222,neutral
5010223,neutral
5010224,neutral
5010225,bad
5010226,bad
5010227,neutral
5010228,neutral
5010230,good
5010231,neutral
5010234,neutral
5010235,bad
5010236,neutral
5010238,neutral
5010239,bad
5010240,bad
5010241,neutral
5010242,bad
5010243,good
5010244,neutral
5010245,bad
5010246,good
5010247,neutral
5010248,neutral
5010249,neutral
5010250,bad
5010253,good
5010256,bad
5010257,bad
5010258,neutral
5010259,neutral
5010261,bad
5010262,neutral
5010263,neutral
5010264,good
5010265,neutral
5010266,bad
5010268,neutral
5010269,neutral
5010270,neutral
5010271,good
5010272,neutral
5010273,bad
5010274,neutral
5010275,neutral
5010276,good
5010277,neutral
5010278,neutral
5010279,good
5010280,good
5010281,neutral
5010282,bad
5010283,neutral
5010284,neutral
5010285,neutral
5010286,neutral
5010287,neutral
5010288,neutral
5010289,neutral
5010290,neutral
5010291,good
5010292,neutral
5010293,bad
5010294,bad
5010295,neutral
5010296,bad
5010297,bad
5010298,bad
5010299,bad
5010300,neutral
5010302,bad
5010303,neutral
5010304,bad
5010305,neutral
5010306,good
5010307,good
5010309,bad
5010310,bad
5010311,good
5010312,bad
5010313,neutral
5010314,bad
5010315,neutral
5010316,bad
5010317,bad
5010318,neutral
5010319,neutral
5010320,good
5010321,good
5010322,neutral
5010323,bad
5010324,bad
5010325,neutral
5010326,neutral
5010327,neutral
5010328,bad
5010329,neutral
5010330,neutral
5010331,neutral
5010332,neutral
5010333,neutral
5010334,bad
5010335,neutral
5010336,bad
5010337,neutral
5010338,neutral
5010339,bad
5010340,neutral
5010341,neutral
5010342,bad
5010343,neutral
5010344,bad
5010345,bad
5010346,bad
5010347,bad
5010348,good
5010351,neutral
5010352,neutral
5010356,neutral
5010358,bad
5010359,bad
5010360,neutral
5010361,neutral
5010362,neutral
5010363,bad
5010364,bad
5010365,neutral
5010366,neutral
5010367,neutral
5010368,neutral
5010369,bad
5010370,good
5010371,bad
5010372,bad
5010373,neutral
5010374,neutral
5010375,neutral
5010376,neutral
5010377,neutral
5010378,neutral
5010379,neutral
5010380,neutral
5010381,neutral
5010382,neutral
5010383,neutral
5010385,good
5010386,bad
5010387,good
5010388,bad
5010389,bad
5010390,bad
5010391,good
5010394,bad
5010396,bad
5010397,neutral
5010398,bad
5010400,neutral
5010402,bad
5010404,neutral
5010406,bad
5010407,neutral
5010408,bad
5010409,neutral
5010410,neutral
5010411,neutral
5010412,neutral
5010413,neutral
5010414,good
5010416,neutral
5010417,good
5010418,bad
5010419,neutral
5010420,neutral
5010421,neutral
5010423,bad
5010424,neutral
5010425,bad
5010426,bad
5010427,neutral
5010428,neutral
5010429,neutral
5010430,neutral
5010431,bad
5010432,neutral
5010434,bad
5010435,neutral
5010436,neutral
5010437,good
5010438,bad
5010439,bad
5010443,neutral
5010444,bad
5010447,neutral
5010448,neutral
5010449,bad
5010450,neutral
5010451,bad
5010452,bad
5010453,neutral
5010454,neutral
5010455,bad
5010456,good
5010457,neutral
5010458,neutral
5010459,neutral
5010460,neutral
5010461,neutral
5010462,neutral
5010463,neutral
5010465,neutral
5010466,bad
5010467,bad
5010468,neutral
5010470,bad
5010471,bad
5010472,bad
5010473,neutral
5010474,neutral
5010480,neutral
5010481,good
5010482,bad
5010483,bad
5010484,neutral
5010485,neutral
5010486,neutral
5010487,neutral
5010488,bad
5010489,neutral
5010490,neutral
5010491,bad
5010492,neutral
5010493,neutral
5010494,bad
5010496,neutral
5010497,neutral
5010498,bad
5010499,neutral
5010500,neutral
5010501,bad
5010503,neutral
5010504,bad
5010507,neutral
5010508,bad
5010509,bad
5010511,bad
5010512,bad
5010513,bad
5010515,good
5010516,good
5010517,good
5010518,neutral
5010519,bad
5010520,good
5010521,good
5010522,neutral
5010523,bad
5010524,neutral
5010525,bad
5010526,bad
5010527,neutral
5010528,bad
5010529,bad
5010530,good
5010531,neutral
5010532,bad
5010533,neutral
5010534,bad
5010535,neutral
5010536,bad
5010537,bad
5010538,neutral
5010539,good
5010540,bad
5010541,neutral
5010542,good
5010543,neutral
5010544,neutral
5010545,good
5010546,good
5010547,bad
5010548,neutral
5010549,good
5010551,good
5010553,bad
5010556,good
5010557,neutral
5010558,good
5010559,neutral
5010560,neutral
5010564,good
5010565,neutral
5010566,bad
5010567,neutral
5010568,bad
5010569,good
5010570,neutral
5010571,neutral
5010572,good
5010573,neutral
5010574,bad
5010575,neutral
5010578,good
5010579,neutral
5010583,neutral
5010584,neutral
5010585,bad
5010586,neutral
5010587,neutral
5010588,bad
5010589,bad
5010590,neutral
5010591,neutral
5010592,neutral
5010593,bad
5010594,bad
5010595,bad
5010596,neutral
5010597,neutral
5010598,bad
5010599,bad
5010600,neutral
5010601,bad
5010602,neutral
5010603,bad
5010604,neutral
5010605,bad
5010606,neutral
5010607,neutral
5010608,neutral
5010609,neutral
5010610,neutral
5010613,neutral
5010615,neutral
5010616,bad
5010617,neutral
5010620,bad
5010621,neutral
5010622,neutral
5010623,bad
5010624,bad
5010625,neutral
5010626,neutral
5010627,neutral
5010628,bad
5010629,neutral
5010630,neutral
5010632,neutral
5010633,neutral
5010635,neutral
5010636,neutral
5010637,bad
5010638,bad
5010639,good
5010640,neutral
5010641,neutral
5010642,bad
5010643,good
5010644,bad
5010645,bad
5010646,bad
5010647,bad
5010648,bad
5010649,bad
5010650,bad
5010651,bad
5010652,neutral
5010653,neutral
5010654,neutral
5010655,neutral
5010656,bad
5010657,neutral
5010658,neutral
5010659,neutral
5010660,neutral
5010661,bad
5010662,good
5010663,neutral
5010664,neutral
5010665,bad
5010666,neutral
5010667,neutral
5010668,neutral
5010669,neutral
5010670,neutral
5010671,neutral
5010672,bad
5010673,bad
5010674,neutral
5010675,bad
5010676,bad
5010677,neutral
5010678,bad
5010679,good
5010680,neutral
5010681,bad
5010682,bad
5010683,neutral
5010684,bad
5010685,good
5010686,bad
5010689,neutral
5010690,bad
5010691,bad
5010692,bad
5010693,bad
5010694,bad
5010696,bad
5010697,neutral
5010699,good
5010700,bad
5010701,good
5010702,good
5010703,neutral
5010706,bad
5010707,good
5010708,good
5010709,bad
5010710,neutral
5010711,neutral
5010713,good
5010715,neutral
5010716,neutral
5010717,bad
5010722,neutral
5010724,neutral
5010725,neutral
5010726,neutral
5010727,neutral
5010728,neutral
5010729,bad
5010730,neutral
5010731,neutral
5010734,bad
5010735,good
5010737,bad
5010739,bad
5010740,neutral
5010741,neutral
5010742,neutral
5010743,neutral
5010745,neutral
5010746,neutral
5010747,good
5010750,neutral
5010751,neutral
5010752,neutral
5010754,neutral
5010755,neutral
5010758,neutral
5010759,bad
5010760,bad
5010761,neutral
5010762,neutral
5010763,neutral
5010764,neutral
5010765,neutral
5010766,good
5010767,neutral
5010768,bad
5010769,neutral
5010770,bad
5010771,neutral
5010772,neutral
5010773,bad
5010774,bad
5010775,bad
5010779,good
5010781,neutral
5010782,neutral
5010783,neutral
5010785,bad
5010786,neutral
5010787,neutral
5010789,neutral
5010790,bad
5010791,neutral
5010792,neutral
5010793,neutral
5010794,bad
5010795,bad
5010796,bad
5010797,neutral
5010798,neutral
5010799,neutral
5010800,neutral
5010801,neutral
5010802,neutral
5010803,neutral
5010804,good
5010805,neutral
5010806,good
5010807,good
5010808,good
5010809,good
5010810,good
5010811,good
5010812,good
5010813,good
5010814,neutral
5010815,good
5010817,neutral
5010818,bad
5010819,neutral
5010820,neutral
5010821,good
5010822,neutral
5010823,neutral
5010824,bad
5010825,good
5010826,neutral
5010827,good
5010828,neutral
5010829,good
5010830,neutral
5010831,neutral
5010832,neutral
5010835,neutral
5010836,bad
5010837,neutral
5010838,neutral
5010839,neutral
5010840,neutral
5010841,neutral
5010842,neutral
5010843,good
5010844,neutral
5010847,bad
5010848,good
5010849,good
5010850,bad
5010854,neutral
5010855,neutral
5010856,neutral
5010857,neutral
5010858,neutral
5010859,bad
5010860,neutral
5010861,neutral
5010862,neutral
5010863,bad
5010864,bad
5010865,bad
5010866,bad
5010868,bad
5010869,bad
5010870,neutral
5010871,bad
5010872,bad
5010873,neutral
5010874,bad
5010875,neutral
5010876,bad
5010877,neutral
5010878,bad
5010879,bad
5010880,neutral
5010881,neutral
5010883,bad
5010886,neutral
5010887,neutral
5010888,neutral
5010890,neutral
5010891,neutral
5010892,bad
5010893,good
5010894,neutral
5010897,neutral
5010898,neutral
5010899,neutral
5010900,neutral
5010902,bad
5010903,good
5010904,bad
5010906,bad
5010908,neutral
5010910,neutral
5010913,neutral
5010916,neutral
5010917,good
5010918,bad
5010919,bad
5010921,neutral
5010923,neutral
5010924,bad
5010925,neutral
5010926,neutral
5010927,bad
5010928,bad
5010929,bad
5010930,good
5010931,bad
5010932,bad
5010934,neutral
5010935,neutral
5010936,good
5010937,neutral
5010938,bad
5010939,bad
5010940,bad
5010941,neutral
5010943,neutral
5010944,neutral
5010945,bad
5010946,neutral
5010947,bad
5010948,bad
5010949,bad
5010950,neutral
5010951,bad
5010952,bad
5010953,neutral
5010954,good
5010956,bad
5010957,neutral
5010958,good
5010959,neutral
5010960,neutral
5010961,neutral
5010962,bad
5010963,good
5010964,bad
5010965,good
5010966,good
5010967,good
5010972,neutral
5010974,bad
5010975,bad
5010976,bad
5010977,neutral
5010978,neutral
5010980,bad
5010981,good
5010982,good
5010983,neutral
5010984,neutral
5010986,bad
5010987,neutral
5010989,good
5010990,neutral
5010991,neutral
5010992,neutral
5010993,neutral
5010994,bad
5010995,neutral
5010996,neutral
5010997,neutral
5010998,neutral
5010999,neutral
5011000,neutral
5011001,bad
5011002,bad
5011003,bad
5011004,bad
5011005,bad
5011006,neutral
5011007,bad
5011008,neutral
5011009,neutral
5011010,bad
5011011,neutral
5011012,neutral
5011013,bad
5011014,bad
5011015,good
5011022,good
5011023,neutral
5011024,neutral
5011025,neutral
5011026,neutral
5011027,good
5011028,neutral
5011029,neutral
5011031,bad
5011032,bad
5011033,bad
5011036,neutral
5011037,bad
5011039,bad
5011040,good
5011041,bad
5011042,good
5011043,bad
5011044,neutral
5011045,bad
5011046,good
5011047,neutral
5011048,bad
5011049,bad
5011051,neutral
5011052,bad
5011053,neutral
5011054,bad
5011055,bad
5011056,bad
5011059,good
5011061,neutral
5011062,neutral
5011068,neutral
5011072,neutral
5011073,neutral
5011074,neutral
5011075,bad
5011076,bad
5011078,bad
5011079,bad
5011080,bad
5011081,neutral
5011082,neutral
5011083,bad
5011084,good
5011087,bad
5011088,bad
5011089,bad
5011090,bad
5011091,good
5011093,neutral
5011094,bad
5011095,bad
5011096,bad
5011097,bad
5011098,bad
5011099,neutral
5011100,neutral
5011101,bad
5011102,neutral
5011104,neutral
5011105,good
5011107,neutral
5011108,neutral
5011109,bad
5011110,good
5011111,good
5011112,good
5011114,good
5011115,good
5011116,good
5011118,neutral
5011119,bad
5011120,neutral
5011121,neutral
5011122,good
5011126,bad
5011127,bad
5011128,neutral
5011129,neutral
5011131,neutral
5011132,neutral
5011133,neutral
5011134,bad
5011135,neutral
5011136,neutral
5011137,bad
5011138,neutral
5011139,neutral
5011140,neutral
5011141,neutral
5011144,bad
5011146,neutral
5011147,neutral
5011148,bad
5011149,bad
5011150,bad
5011151,good
5011152,good
5011153,good
5011154,good
5011155,good
5011156,good
5011157,good
5011158,good
5011159,good
5011160,good
5011162,neutral
5011163,neutral
5011164,neutral
5011165,neutral
5011166,bad
5011168,neutral
5011169,neutral
5011170,neutral
5011171,good
5011172,bad
5011173,bad
5011174,bad
5011175,neutral
5011176,bad
5011179,bad
5011182,neutral
5011183,neutral
5011184,neutral
5011185,neutral
5011191,neutral
5011192,bad
5011194,neutral
5011195,neutral
5011196,bad
5011197,bad
5011198,bad
5011199,bad
5011200,bad
5011201,bad
5011202,neutral
5011203,bad
5011204,neutral
5011205,bad
5011206,bad
5011207,neutral
5011208,neutral
5011209,neutral
5011210,neutral
5011211,neutral
5011212,neutral
5011213,bad
5011214,neutral
5011215,neutral
5011216,neutral
5011217,good
5011218,good
5011219,good
5011220,good
5011221,neutral
5011223,bad
5011224,bad
5011226,neutral
5011227,neutral
5011228,neutral
5011229,bad
5011230,good
5011231,neutral
5011232,neutral
5011233,neutral
5011234,neutral
5011235,neutral
5011236,neutral
5011237,good
5011238,good
5011239,good
5011240,good
5011241,good
5011242,neutral
5011243,neutral
5011244,neutral
5011245,neutral
5011246,neutral
5011247,good
5011248,bad
5011249,neutral
5011253,neutral
5011256,neutral
5011258,neutral
5011260,bad
5011261,neutral
5011262,neutral
5011263,good
5011266,neutral
5011267,neutral
5011268,neutral
5011269,neutral
5011270,neutral
5011271,bad
5011273,bad
5011274,bad
5011275,neutral
5011276,neutral
5011277,good
5011278,neutral
5011279,bad
5011281,neutral
5011282,bad
5011283,neutral
5011284,good
5011285,good
5011286,good
5011290,neutral
5011291,neutral
5011292,bad
5011293,bad
5011294,neutral
5011295,neutral
5011297,good
5011298,bad
5011300,neutral
5011301,bad
5011302,good
5011303,bad
5011304,bad
5011305,neutral
5011306,neutral
5011307,bad
5011308,bad
5011309,neutral
5011310,neutral
5011311,neutral
5011312,neutral
5011314,neutral
5011315,neutral
5011316,bad
5011317,good
5011318,good
5011319,good
5011320,good
5011321,good
5011322,bad
5011323,neutral
5011324,neutral
5011325,neutral
5011326,bad
5011327,neutral
5011328,bad
5011329,neutral
5011330,neutral
5011331,neutral
5011332,neutral
5011333,neutral
5011337,neutral
5011338,neutral
5011339,bad
5011340,bad
5011341,neutral
5011342,bad
5011343,bad
5011344,good
5011345,good
5011346,bad
5011347,bad
5011348,neutral
5011349,neutral
5011350,bad
5011351,neutral
5011352,bad
5011353,bad
5011354,bad
5011355,neutral
5011358,neutral
5011360,neutral
5011361,neutral
5011362,neutral
5011363,neutral
5011364,neutral
5011365,good
5011366,neutral
5011367,neutral
5011368,neutral
5011369,neutral
5011370,neutral
5011373,neutral
5011374,neutral
5011375,good
5011376,bad
5011377,neutral
5011378,neutral
5011379,neutral
5011381,neutral
5011382,neutral
5011383,neutral
5011384,neutral
5011386,good
5011387,neutral
5011388,neutral
5011389,neutral
5011390,good
5011393,bad
5011394,good
5011395,good
5011396,good
5011398,good
5011400,neutral
5011401,neutral
5011402,neutral
5011403,neutral
5011404,neutral
5011405,neutral
5011408,neutral
5011409,neutral
5011410,neutral
5011411,bad
5011412,neutral
5011414,neutral
5011415,neutral
5011418,neutral
5011419,bad
5011420,neutral
5011421,neutral
5011422,neutral
5011423,bad
5011424,bad
5011425,neutral
5011426,bad
5011427,neutral
5011428,neutral
5011429,good
5011430,bad
5011431,bad
5011432,neutral
5011434,bad
5011435,neutral
5011436,bad
5011437,bad
5011438,neutral
5011440,neutral
5011441,bad
5011442,good
5011446,neutral
5011448,neutral
5011449,neutral
5011451,bad
5011455,neutral
5011456,bad
5011457,bad
5011458,bad
5011461,good
5011462,good
5011463,good
5011464,good
5011465,good
5011466,good
5011467,neutral
5011468,neutral
5011469,neutral
5011470,neutral
5011471,neutral
5011472,bad
5011473,neutral
5011474,bad
5011475,neutral
5011476,bad
5011477,bad
5011478,bad
5011479,bad
5011480,neutral
5011481,bad
5011482,neutral
5011487,neutral
5011488,neutral
5011489,neutral
5011491,neutral
5011492,neutral
5011493,neutral
5011494,bad
5011495,bad
5011496,good
5011497,neutral
5011499,bad
5011500,bad
5011501,bad
5011502,bad
5011503,bad
5011504,bad
5011505,neutral
5011506,neutral
5011509,bad
5011510,neutral
5011511,neutral
5011512,neutral
5011514,bad
5011515,bad
5011516,neutral
5011517,neutral
5011518,bad
5011525,neutral
5011526,neutral
5011527,bad
5011528,bad
5011529,neutral
5011530,neutral
5011531,neutral
5011533,good
5011534,good
5011536,good
5011537,good
5011538,good
5011541,bad
5011543,neutral
5011544,bad
5011545,neutral
5011546,bad
5011547,bad
5011548,neutral
5011549,neutral
5011550,neutral
5011551,neutral
5011552,neutral
5011553,neutral
5011554,neutral
5011555,neutral
5011556,neutral
5011557,neutral
5011560,neutral
5011562,neutral
5011563,neutral
5011564,neutral
5011565,neutral
5011566,neutral
5011567,good
5011570,neutral
5011571,neutral
5011572,good
5011574,bad
5011575,neutral
5011586,bad
5011587,bad
5011588,neutral
5011589,neutral
5011590,neutral
5011591,good
5011592,good
5011593,good
5011594,good
5011598,bad
5011599,bad
5011602,neutral
5011603,neutral
5011604,neutral
5011605,neutral
5011606,neutral
5011607,neutral
5011608,neutral
5011609,neutral
5011610,good
5011611,bad
5011612,neutral
5011613,bad
5011614,neutral
5011615,good
5011617,good
5011618,good
5011621,neutral
5011622,neutral
5011623,neutral
5011624,neutral
5011625,neutral
5011626,bad
5011627,neutral
5011629,neutral
5011630,good
5011631,bad
5011632,bad
5011633,neutral
5011635,bad
5011636,neutral
5011637,neutral
5011641,bad
5011642,good
5011643,good
5011644,good
5011645,good
5011646,neutral
5011647,neutral
5011648,neutral
5011649,neutral
5011650,bad
5011651,bad
5011652,bad
5011653,bad
5011654,neutral
5011655,bad
5011656,neutral
5011657,bad
5011658,bad
5011659,bad
5011660,neutral
5011661,bad
5011662,neutral
5011663,neutral
5011667,neutral
5011668,neutral
5011669,neutral
5011671,bad
5011672,bad
5011673,bad
5011674,neutral
5011675,neutral
5011676,neutral
5011677,bad
5011678,good
5011679,neutral
5011680,bad
5011683,bad
5011684,neutral
5011685,neutral
5011686,bad
5011687,neutral
5011688,neutral
5011689,neutral
5011690,neutral
5011691,bad
5011692,bad
5011693,neutral
5011694,neutral
5011695,bad
5011696,neutral
5011698,neutral
5011699,neutral
5011700,good
5011701,bad
5011702,neutral
5011703,good
5011704,bad
5011705,bad
5011706,neutral
5011708,neutral
5011709,neutral
5011710,bad
5011711,neutral
5011712,good
5011713,bad
5011714,bad
5011715,bad
5011716,neutral
5011717,neutral
5011718,neutral
5011719,neutral
5011724,neutral
5011725,neutral
5011726,neutral
5011727,neutral
5011728,neutral
5011729,neutral
5011730,neutral
5011731,good
5011732,good
5011733,good
5011734,neutral
5011735,bad
5011736,neutral
5011737,bad
5011738,neutral
5011739,bad
5011740,neutral
5011741,neutral
5011742,good
5011744,good
5011745,good
5011746,good
5011747,good
5011748,good
5011749,good
5011750,neutral
5011751,neutral
5011753,bad
5011754,neutral
5011755,neutral
5011756,neutral
5011757,neutral
5011758,neutral
5011759,neutral
5011760,neutral
5011761,neutral
5011762,neutral
5011763,neutral
5011764,bad
5011766,neutral
5011767,good
5011768,good
5011770,good
5011772,good
5011773,good
5011774,good
5011776,good
5011778,good
5011779,good
5011780,good
5011781,good
5011782,good
5011783,good
5011784,good
5011785,good
5011786,good
5011787,bad
5011788,bad
5011790,bad
5011791,bad
5011792,neutral
5011793,neutral
5011794,bad
5011795,bad
5011796,bad
5011797,neutral
5011798,neutral
5011799,neutral
5011800,neutral
5011801,neutral
5011802,neutral
5011803,bad
5011804,bad
5011807,good
5011809,neutral
5011812,good
5011813,neutral
5011814,bad
5011815,bad
5011816,neutral
5011817,bad
5011818,bad
5011819,good
5011820,good
5011821,neutral
5011824,neutral
5011825,neutral
5011826,good
5011827,bad
5011828,bad
5011829,bad
5011830,bad
5011831,neutral
5011832,neutral
5011833,neutral
5011835,neutral
5011836,neutral
5011837,good
5011838,neutral
5011839,neutral
5011840,neutral
5011841,neutral
5011842,neutral
5011843,bad
5011844,bad
5011847,good
5011849,neutral
5011850,good
5011851,good
5011852,good
5011854,bad
5011856,good
5011857,good
5011858,bad
5011859,neutral
5011860,neutral
5011862,neutral
5011863,neutral
5011864,neutral
5011865,neutral
5011866,bad
5011867,neutral
5011868,neutral
5011869,bad
5011871,neutral
5011872,neutral
5011873,neutral
5011874,neutral
5011875,neutral
5011876,bad
5011877,neutral
5011878,neutral
5011879,neutral
5011880,neutral
5011882,neutral
5011884,neutral
5011885,bad
5011886,neutral
5011888,bad
5011889,bad
5011890,neutral
5011891,neutral
5011892,neutral
5011893,neutral
5011894,neutral
5011897,neutral
5011898,good
5011901,neutral
5011903,neutral
5011906,neutral
5011908,bad
5011909,bad
5011910,neutral
5011911,neutral
5011913,neutral
5011914,neutral
5011915,neutral
5011916,neutral
5011917,neutral
5011918,neutral
5011919,bad
5011920,neutral
5011925,neutral
5011926,neutral
5011928,neutral
5011929,neutral
5011930,bad
5011931,neutral
5011932,bad
5011933,bad
5011934,neutral
5011935,neutral
5011936,neutral
5011937,neutral
5011938,neutral
5011939,neutral
5011940,bad
5011941,bad
5011942,bad
5011943,bad
5011950,neutral
5011951,good
5011952,neutral
5011953,neutral
5011954,neutral
5011955,neutral
5011957,neutral
5011958,neutral
5011959,neutral
5011960,neutral
5011961,neutral
5011962,neutral
5011966,neutral
5011971,neutral
5011972,bad
5011973,bad
5011974,neutral
5011975,bad
5011976,neutral
5011977,neutral
5011983,good
5011984,neutral
5011985,bad
5011986,bad
5011987,neutral
5011988,neutral
5011992,neutral
5011993,neutral
5011994,neutral
5011995,neutral
5011996,bad
5012002,neutral
5012003,bad
5012004,neutral
5012008,neutral
5012009,bad
5012010,neutral
5012012,good
5012013,neutral
5012015,bad
5012016,neutral
5012017,neutral
5012018,neutral
5012019,neutral
